No,Latitude,Longitude,Altitude,Speed,Date,Time
1,13.193595,77.649115,922.5,0.00,2016/12/11,00:37:52
2,13.193635,77.649115,922.4,1.48,2016/12/11,00:37:55
3,13.193627,77.649144,922.3,1.63,2016/12/11,00:37:57
4,13.193604,77.649128,922.4,0.77,2016/12/11,00:38:01
5,13.193616,77.649163,922.3,0.50,2016/12/11,00:38:09
6,13.193654,77.649214,922.1,3.48,2016/12/11,00:38:11
7,13.193681,77.649246,922.0,4.59,2016/12/11,00:38:12
8,13.193709,77.649281,921.8,4.91,2016/12/11,00:38:13
9,13.193747,77.649336,921.6,7.31,2016/12/11,00:38:14
10,13.193784,77.649378,921.4,6.14,2016/12/11,00:38:15
11,13.193815,77.649419,921.3,5.63,2016/12/11,00:38:16
12,13.193845,77.649463,921.2,5.82,2016/12/11,00:38:17
13,13.193874,77.649506,921.0,5.67,2016/12/11,00:38:18
14,13.193894,77.649538,920.9,4.12,2016/12/11,00:38:19
15,13.193919,77.649577,920.8,5.06,2016/12/11,00:38:20
16,13.193950,77.649621,920.8,2.94,2016/12/11,00:38:22
17,13.193963,77.649667,920.7,2.60,2016/12/11,00:38:24
18,13.193981,77.649708,920.7,1.62,2016/12/11,00:38:27
19,13.194000,77.649751,920.7,2.56,2016/12/11,00:38:29
20,13.194019,77.649784,920.7,4.16,2016/12/11,00:38:30
21,13.194036,77.649813,920.7,3.67,2016/12/11,00:38:31
22,13.194051,77.649840,920.6,3.37,2016/12/11,00:38:32
23,13.194066,77.649867,920.6,3.37,2016/12/11,00:38:33
24,13.194080,77.649892,920.6,3.13,2016/12/11,00:38:34
25,13.194110,77.649936,920.6,2.91,2016/12/11,00:38:36
26,13.194140,77.649985,920.5,3.14,2016/12/11,00:38:38
27,13.194156,77.650019,920.5,4.09,2016/12/11,00:38:39
28,13.194172,77.650058,920.5,4.59,2016/12/11,00:38:40
29,13.194192,77.650100,920.5,5.07,2016/12/11,00:38:41
30,13.194216,77.650158,920.4,6.83,2016/12/11,00:38:42
31,13.194234,77.650202,920.4,5.17,2016/12/11,00:38:43
32,13.194259,77.650245,920.4,5.43,2016/12/11,00:38:44
33,13.194278,77.650288,920.4,5.12,2016/12/11,00:38:45
34,13.194294,77.650335,920.3,5.40,2016/12/11,00:38:46
35,13.194312,77.650382,920.3,5.47,2016/12/11,00:38:47
36,13.194329,77.650429,920.3,5.43,2016/12/11,00:38:48
37,13.194350,77.650477,920.1,5.70,2016/12/11,00:38:49
38,13.194380,77.650531,919.9,6.74,2016/12/11,00:38:50
39,13.194407,77.650578,919.7,5.91,2016/12/11,00:38:51
40,13.194442,77.650629,919.4,6.76,2016/12/11,00:38:52
41,13.194481,77.650681,919.2,7.11,2016/12/11,00:38:53
42,13.194508,77.650735,919.0,6.58,2016/12/11,00:38:54
43,13.194542,77.650793,918.7,7.34,2016/12/11,00:38:55
44,13.194571,77.650849,918.5,6.87,2016/12/11,00:38:56
45,13.194596,77.650909,918.3,7.07,2016/12/11,00:38:57
46,13.194623,77.650977,918.1,7.96,2016/12/11,00:38:58
47,13.194653,77.651029,918.0,6.55,2016/12/11,00:38:59
48,13.194676,77.651078,917.8,5.90,2016/12/11,00:39:00
49,13.194706,77.651127,917.7,6.27,2016/12/11,00:39:01
50,13.194739,77.651187,917.6,7.47,2016/12/11,00:39:02
51,13.194772,77.651234,917.5,6.28,2016/12/11,00:39:03
52,13.194793,77.651289,917.4,6.40,2016/12/11,00:39:04
53,13.194818,77.651342,917.2,6.38,2016/12/11,00:39:05
54,13.194839,77.651396,917.1,6.30,2016/12/11,00:39:06
55,13.194868,77.651455,917.0,7.16,2016/12/11,00:39:07
56,13.194896,77.651517,916.9,7.41,2016/12/11,00:39:08
57,13.194932,77.651578,916.9,7.73,2016/12/11,00:39:09
58,13.194976,77.651639,917.0,8.23,2016/12/11,00:39:10
59,13.195015,77.651696,917.0,7.55,2016/12/11,00:39:11
60,13.195059,77.651751,917.1,7.72,2016/12/11,00:39:12
61,13.195091,77.651813,917.2,7.61,2016/12/11,00:39:13
62,13.195128,77.651873,917.3,7.70,2016/12/11,00:39:14
63,13.195158,77.651933,917.4,7.31,2016/12/11,00:39:15
64,13.195198,77.651987,917.5,7.35,2016/12/11,00:39:16
65,13.195227,77.652044,917.7,6.97,2016/12/11,00:39:17
66,13.195268,77.652105,917.8,8.03,2016/12/11,00:39:18
67,13.195300,77.652163,917.8,7.23,2016/12/11,00:39:19
68,13.195340,77.652209,917.9,6.68,2016/12/11,00:39:20
69,13.195382,77.652257,918.0,6.99,2016/12/11,00:39:21
70,13.195420,77.652312,917.9,7.31,2016/12/11,00:39:22
71,13.195461,77.652369,917.7,7.68,2016/12/11,00:39:23
72,13.195498,77.652425,917.5,7.33,2016/12/11,00:39:24
73,13.195542,77.652477,917.3,7.47,2016/12/11,00:39:25
74,13.195591,77.652534,917.2,8.24,2016/12/11,00:39:26
75,13.195630,77.652593,917.0,7.73,2016/12/11,00:39:27
76,13.195674,77.652645,916.9,7.47,2016/12/11,00:39:28
77,13.195710,77.652704,916.8,7.55,2016/12/11,00:39:29
78,13.195749,77.652763,916.7,7.73,2016/12/11,00:39:30
79,13.195782,77.652825,916.6,7.66,2016/12/11,00:39:31
80,13.195820,77.652889,916.5,8.12,2016/12/11,00:39:32
81,13.195851,77.652948,916.6,7.27,2016/12/11,00:39:33
82,13.195881,77.653006,916.8,7.12,2016/12/11,00:39:34
83,13.195912,77.653058,917.0,6.61,2016/12/11,00:39:35
84,13.195948,77.653115,917.2,7.36,2016/12/11,00:39:36
85,13.195985,77.653169,917.3,7.16,2016/12/11,00:39:37
86,13.196021,77.653226,917.5,7.36,2016/12/11,00:39:38
87,13.196064,77.653285,917.8,7.99,2016/12/11,00:39:39
88,13.196105,77.653338,918.0,7.34,2016/12/11,00:39:40
89,13.196147,77.653391,918.2,7.41,2016/12/11,00:39:41
90,13.196179,77.653444,918.4,6.76,2016/12/11,00:39:42
91,13.196214,77.653493,918.6,6.59,2016/12/11,00:39:43
92,13.196241,77.653546,918.7,6.48,2016/12/11,00:39:44
93,13.196267,77.653598,918.8,6.34,2016/12/11,00:39:45
94,13.196297,77.653652,918.9,6.74,2016/12/11,00:39:46
95,13.196320,77.653710,919.0,6.79,2016/12/11,00:39:47
96,13.196355,77.653769,919.0,7.49,2016/12/11,00:39:48
97,13.196386,77.653825,919.2,6.98,2016/12/11,00:39:49
98,13.196415,77.653887,919.3,7.45,2016/12/11,00:39:50
99,13.196441,77.653949,919.4,7.32,2016/12/11,00:39:51
100,13.196470,77.654008,919.5,7.16,2016/12/11,00:39:52
101,13.196518,77.654060,919.5,7.77,2016/12/11,00:39:53
102,13.196555,77.654124,919.6,8.07,2016/12/11,00:39:54
103,13.196589,77.654179,919.6,7.06,2016/12/11,00:39:55
104,13.196624,77.654239,919.6,7.58,2016/12/11,00:39:56
105,13.196659,77.654304,919.7,8.05,2016/12/11,00:39:57
106,13.196697,77.654368,919.7,8.12,2016/12/11,00:39:58
107,13.196742,77.654425,919.7,7.95,2016/12/11,00:39:59
108,13.196773,77.654484,919.7,7.27,2016/12/11,00:40:00
109,13.196805,77.654544,919.6,7.41,2016/12/11,00:40:01
110,13.196842,77.654606,919.6,7.88,2016/12/11,00:40:02
111,13.196870,77.654660,919.7,6.63,2016/12/11,00:40:03
112,13.196906,77.654718,919.7,7.45,2016/12/11,00:40:04
113,13.196944,77.654782,919.9,8.12,2016/12/11,00:40:05
114,13.196982,77.654837,920.0,7.31,2016/12/11,00:40:06
115,13.197026,77.654889,920.1,7.47,2016/12/11,00:40:07
116,13.197068,77.654945,920.3,7.66,2016/12/11,00:40:08
117,13.197107,77.655002,920.5,7.55,2016/12/11,00:40:09
118,13.197149,77.655058,920.6,7.66,2016/12/11,00:40:10
119,13.197181,77.655112,920.8,6.85,2016/12/11,00:40:11
120,13.197224,77.655166,920.9,7.56,2016/12/11,00:40:12
121,13.197256,77.655215,921.1,6.39,2016/12/11,00:40:13
122,13.197287,77.655264,921.2,6.33,2016/12/11,00:40:14
123,13.197327,77.655316,921.3,7.18,2016/12/11,00:40:15
124,13.197364,77.655374,921.5,7.52,2016/12/11,00:40:16
125,13.197408,77.655419,921.6,6.91,2016/12/11,00:40:17
126,13.197445,77.655481,921.5,7.88,2016/12/11,00:40:18
127,13.197482,77.655539,921.4,7.52,2016/12/11,00:40:19
128,13.197516,77.655595,921.4,7.15,2016/12/11,00:40:20
129,13.197553,77.655656,921.3,7.79,2016/12/11,00:40:21
130,13.197594,77.655709,921.3,7.34,2016/12/11,00:40:22
131,13.197632,77.655760,921.3,6.96,2016/12/11,00:40:23
132,13.197675,77.655812,921.4,7.39,2016/12/11,00:40:24
133,13.197702,77.655875,921.4,7.46,2016/12/11,00:40:25
134,13.197733,77.655926,921.4,6.52,2016/12/11,00:40:26
135,13.197772,77.655981,921.5,7.37,2016/12/11,00:40:27
136,13.197804,77.656040,921.6,7.32,2016/12/11,00:40:28
137,13.197845,77.656094,921.7,7.42,2016/12/11,00:40:29
138,13.197879,77.656149,921.8,7.06,2016/12/11,00:40:30
139,13.197917,77.656205,921.9,7.40,2016/12/11,00:40:31
140,13.197952,77.656260,922.0,7.12,2016/12/11,00:40:32
141,13.197992,77.656312,922.1,7.18,2016/12/11,00:40:33
142,13.198031,77.656366,922.1,7.29,2016/12/11,00:40:34
143,13.198063,77.656419,922.1,6.76,2016/12/11,00:40:35
144,13.198098,77.656467,922.2,6.50,2016/12/11,00:40:36
145,13.198139,77.656517,922.2,7.08,2016/12/11,00:40:37
146,13.198181,77.656573,922.2,7.66,2016/12/11,00:40:38
147,13.198230,77.656626,922.2,7.92,2016/12/11,00:40:39
148,13.198268,77.656682,922.2,7.40,2016/12/11,00:40:40
149,13.198296,77.656736,922.2,6.63,2016/12/11,00:40:41
150,13.198336,77.656798,922.2,8.06,2016/12/11,00:40:42
151,13.198371,77.656855,922.1,7.30,2016/12/11,00:40:43
152,13.198408,77.656915,922.1,7.70,2016/12/11,00:40:44
153,13.198447,77.656972,922.1,7.55,2016/12/11,00:40:45
154,13.198485,77.657023,922.0,6.96,2016/12/11,00:40:46
155,13.198522,77.657081,922.0,7.52,2016/12/11,00:40:47
156,13.198560,77.657138,922.0,7.49,2016/12/11,00:40:48
157,13.198599,77.657203,922.1,8.27,2016/12/11,00:40:49
158,13.198642,77.657262,922.2,7.99,2016/12/11,00:40:50
159,13.198681,77.657315,922.2,7.20,2016/12/11,00:40:51
160,13.198718,77.657373,922.3,7.52,2016/12/11,00:40:52
161,13.198756,77.657433,922.4,7.76,2016/12/11,00:40:53
162,13.198800,77.657495,922.6,8.32,2016/12/11,00:40:54
163,13.198836,77.657545,922.6,6.74,2016/12/11,00:40:55
164,13.198877,77.657607,922.7,8.12,2016/12/11,00:40:56
165,13.198912,77.657667,922.8,7.58,2016/12/11,00:40:57
166,13.198941,77.657728,922.9,7.36,2016/12/11,00:40:58
167,13.198981,77.657780,922.9,7.18,2016/12/11,00:40:59
168,13.199016,77.657840,923.0,7.58,2016/12/11,00:41:00
169,13.199054,77.657898,923.0,7.58,2016/12/11,00:41:01
170,13.199091,77.657948,923.0,6.81,2016/12/11,00:41:02
171,13.199126,77.658009,923.1,7.67,2016/12/11,00:41:03
172,13.199160,77.658072,923.1,7.81,2016/12/11,00:41:04
173,13.199199,77.658133,923.1,7.91,2016/12/11,00:41:05
174,13.199238,77.658191,923.1,7.64,2016/12/11,00:41:06
175,13.199268,77.658250,923.2,7.21,2016/12/11,00:41:07
176,13.199300,77.658301,923.2,6.58,2016/12/11,00:41:08
177,13.199328,77.658352,923.2,6.35,2016/12/11,00:41:09
178,13.199359,77.658405,923.2,6.70,2016/12/11,00:41:10
179,13.199392,77.658454,923.1,6.46,2016/12/11,00:41:11
180,13.199423,77.658509,923.1,6.89,2016/12/11,00:41:12
181,13.199457,77.658561,923.1,6.79,2016/12/11,00:41:13
182,13.199492,77.658608,923.1,6.41,2016/12/11,00:41:14
183,13.199520,77.658657,923.1,6.16,2016/12/11,00:41:15
184,13.199551,77.658707,923.0,6.42,2016/12/11,00:41:16
185,13.199582,77.658761,923.0,6.79,2016/12/11,00:41:17
186,13.199612,77.658815,923.0,6.74,2016/12/11,00:41:18
187,13.199644,77.658865,923.0,6.48,2016/12/11,00:41:19
188,13.199683,77.658916,923.0,7.03,2016/12/11,00:41:20
189,13.199712,77.658969,923.0,6.59,2016/12/11,00:41:21
190,13.199750,77.659019,923.0,6.87,2016/12/11,00:41:22
191,13.199783,77.659075,923.0,7.09,2016/12/11,00:41:23
192,13.199818,77.659130,923.0,7.12,2016/12/11,00:41:24
193,13.199854,77.659183,923.0,7.00,2016/12/11,00:41:25
194,13.199886,77.659237,923.0,6.85,2016/12/11,00:41:26
195,13.199925,77.659300,923.0,8.09,2016/12/11,00:41:27
196,13.199961,77.659364,923.0,8.01,2016/12/11,00:41:28
197,13.199997,77.659422,923.0,7.45,2016/12/11,00:41:29
198,13.200035,77.659483,923.0,7.85,2016/12/11,00:41:30
199,13.200068,77.659545,923.0,7.66,2016/12/11,00:41:31
200,13.200104,77.659605,923.0,7.64,2016/12/11,00:41:32
201,13.200150,77.659658,923.1,7.70,2016/12/11,00:41:33
202,13.200188,77.659719,923.1,7.85,2016/12/11,00:41:34
203,13.200235,77.659777,923.2,8.18,2016/12/11,00:41:35
204,13.200270,77.659835,923.2,7.40,2016/12/11,00:41:36
205,13.200292,77.659897,923.3,7.15,2016/12/11,00:41:37
206,13.200328,77.659952,923.4,7.18,2016/12/11,00:41:38
207,13.200368,77.660013,923.5,7.97,2016/12/11,00:41:39
208,13.200404,77.660069,923.6,7.27,2016/12/11,00:41:40
209,13.200447,77.660126,923.6,7.82,2016/12/11,00:41:41
210,13.200485,77.660190,923.7,8.12,2016/12/11,00:41:42
211,13.200529,77.660243,923.7,7.55,2016/12/11,00:41:43
212,13.200564,77.660298,923.8,7.12,2016/12/11,00:41:44
213,13.200593,77.660353,923.9,6.78,2016/12/11,00:41:45
214,13.200628,77.660394,924.0,5.91,2016/12/11,00:41:46
215,13.200662,77.660438,924.0,6.09,2016/12/11,00:41:47
216,13.200693,77.660476,924.0,5.37,2016/12/11,00:41:48
217,13.200732,77.660507,924.0,5.49,2016/12/11,00:41:49
218,13.200777,77.660521,924.0,5.23,2016/12/11,00:41:50
219,13.200809,77.660549,923.9,4.68,2016/12/11,00:41:51
220,13.200851,77.660580,923.9,5.76,2016/12/11,00:41:52
221,13.200897,77.660599,923.8,5.52,2016/12/11,00:41:53
222,13.200934,77.660623,923.8,4.87,2016/12/11,00:41:54
223,13.200987,77.660660,923.7,7.13,2016/12/11,00:41:55
224,13.201021,77.660697,923.6,5.51,2016/12/11,00:41:56
225,13.201044,77.660741,923.5,5.41,2016/12/11,00:41:57
226,13.201067,77.660777,923.4,4.67,2016/12/11,00:41:58
227,13.201077,77.660808,923.4,3.54,2016/12/11,00:41:59
228,13.201088,77.660837,923.3,3.37,2016/12/11,00:42:00
229,13.201112,77.660875,923.2,2.45,2016/12/11,00:42:02
230,13.201123,77.660916,923.1,2.30,2016/12/11,00:42:04
231,13.201121,77.660947,923.0,1.12,2016/12/11,00:42:07
232,13.201133,77.660988,922.9,1.16,2016/12/11,00:42:11
233,13.201153,77.661019,922.8,2.02,2016/12/11,00:42:13
234,13.201168,77.661043,922.7,0.62,2016/12/11,00:42:18
235,13.201183,77.661070,922.6,1.12,2016/12/11,00:42:21
236,13.201193,77.661100,922.5,3.44,2016/12/11,00:42:22
237,13.201201,77.661134,922.4,3.79,2016/12/11,00:42:23
238,13.201210,77.661170,922.3,4.03,2016/12/11,00:42:24
239,13.201227,77.661215,922.2,5.23,2016/12/11,00:42:25
240,13.201273,77.661278,922.0,8.53,2016/12/11,00:42:26
241,13.201299,77.661340,921.9,7.32,2016/12/11,00:42:27
242,13.201329,77.661387,921.9,6.09,2016/12/11,00:42:28
243,13.201357,77.661442,921.8,6.73,2016/12/11,00:42:29
244,13.201388,77.661493,921.7,6.52,2016/12/11,00:42:30
245,13.201416,77.661551,921.7,7.02,2016/12/11,00:42:31
246,13.201444,77.661629,921.6,9.01,2016/12/11,00:42:32
247,13.201477,77.661688,921.4,7.37,2016/12/11,00:42:33
248,13.201512,77.661754,921.3,8.15,2016/12/11,00:42:34
249,13.201547,77.661814,921.2,7.58,2016/12/11,00:42:35
250,13.201583,77.661878,921.0,8.01,2016/12/11,00:42:36
251,13.201629,77.661934,920.8,7.94,2016/12/11,00:42:37
252,13.201675,77.662006,920.6,9.33,2016/12/11,00:42:38
253,13.201717,77.662072,920.3,8.55,2016/12/11,00:42:39
254,13.201761,77.662137,920.1,8.58,2016/12/11,00:42:40
255,13.201806,77.662210,919.9,9.36,2016/12/11,00:42:41
256,13.201851,77.662283,919.8,9.36,2016/12/11,00:42:42
257,13.201903,77.662355,919.6,9.72,2016/12/11,00:42:43
258,13.201949,77.662439,919.4,10.45,2016/12/11,00:42:44
259,13.201989,77.662515,919.3,9.36,2016/12/11,00:42:45
260,13.202028,77.662592,919.2,9.41,2016/12/11,00:42:46
261,13.202078,77.662670,919.0,10.12,2016/12/11,00:42:47
262,13.202126,77.662748,918.8,10.00,2016/12/11,00:42:48
263,13.202184,77.662815,918.6,9.72,2016/12/11,00:42:49
264,13.202237,77.662895,918.4,10.49,2016/12/11,00:42:50
265,13.202287,77.662968,918.3,9.67,2016/12/11,00:42:51
266,13.202343,77.663043,918.1,10.24,2016/12/11,00:42:52
267,13.202386,77.663120,918.0,9.62,2016/12/11,00:42:53
268,13.202435,77.663193,917.9,9.61,2016/12/11,00:42:54
269,13.202481,77.663266,917.8,9.42,2016/12/11,00:42:55
270,13.202531,77.663342,917.7,9.94,2016/12/11,00:42:56
271,13.202582,77.663420,917.6,10.18,2016/12/11,00:42:57
272,13.202624,77.663497,917.5,9.57,2016/12/11,00:42:58
273,13.202678,77.663574,917.4,10.28,2016/12/11,00:42:59
274,13.202735,77.663636,917.3,9.24,2016/12/11,00:43:00
275,13.202785,77.663708,917.3,9.58,2016/12/11,00:43:01
276,13.202824,77.663771,917.3,8.09,2016/12/11,00:43:02
277,13.202867,77.663842,917.3,9.06,2016/12/11,00:43:03
278,13.202919,77.663914,917.4,9.72,2016/12/11,00:43:04
279,13.202962,77.663988,917.6,9.34,2016/12/11,00:43:05
280,13.203014,77.664056,917.7,9.37,2016/12/11,00:43:06
281,13.203056,77.664129,917.8,9.19,2016/12/11,00:43:07
282,13.203109,77.664190,917.9,8.86,2016/12/11,00:43:08
283,13.203169,77.664246,918.0,9.02,2016/12/11,00:43:09
284,13.203217,77.664316,918.1,9.28,2016/12/11,00:43:10
285,13.203264,77.664385,918.2,9.13,2016/12/11,00:43:11
286,13.203316,77.664445,918.3,8.71,2016/12/11,00:43:12
287,13.203364,77.664517,918.3,9.46,2016/12/11,00:43:13
288,13.203414,77.664588,918.4,9.50,2016/12/11,00:43:14
289,13.203464,77.664657,918.3,9.32,2016/12/11,00:43:15
290,13.203512,77.664725,918.2,9.10,2016/12/11,00:43:16
291,13.203555,77.664795,918.1,8.97,2016/12/11,00:43:17
292,13.203609,77.664861,918.1,9.34,2016/12/11,00:43:18
293,13.203660,77.664931,918.0,9.48,2016/12/11,00:43:19
294,13.203712,77.665002,918.0,9.63,2016/12/11,00:43:20
295,13.203764,77.665068,918.0,9.20,2016/12/11,00:43:21
296,13.203833,77.665127,917.9,9.99,2016/12/11,00:43:22
297,13.203889,77.665197,917.8,9.82,2016/12/11,00:43:23
298,13.203948,77.665262,917.7,9.63,2016/12/11,00:43:24
299,13.204003,77.665331,917.7,9.66,2016/12/11,00:43:25
300,13.204061,77.665394,917.6,9.40,2016/12/11,00:43:26
301,13.204120,77.665461,917.5,9.79,2016/12/11,00:43:27
302,13.204177,77.665523,917.4,9.24,2016/12/11,00:43:28
303,13.204238,77.665592,917.2,10.10,2016/12/11,00:43:29
304,13.204301,77.665654,917.1,9.71,2016/12/11,00:43:30
305,13.204361,77.665718,917.1,9.63,2016/12/11,00:43:31
306,13.204431,77.665770,917.0,9.62,2016/12/11,00:43:32
307,13.204488,77.665826,917.0,8.78,2016/12/11,00:43:33
308,13.204548,77.665882,917.0,9.02,2016/12/11,00:43:34
309,13.204606,77.665942,917.0,9.16,2016/12/11,00:43:35
310,13.204667,77.665999,916.9,9.18,2016/12/11,00:43:36
311,13.204732,77.666044,916.8,8.73,2016/12/11,00:43:37
312,13.204798,77.666104,916.7,9.81,2016/12/11,00:43:38
313,13.204862,77.666167,916.6,9.87,2016/12/11,00:43:39
314,13.204926,77.666225,916.6,9.50,2016/12/11,00:43:40
315,13.205006,77.666276,916.4,10.48,2016/12/11,00:43:41
316,13.205074,77.666336,916.1,9.98,2016/12/11,00:43:42
317,13.205138,77.666398,915.9,9.79,2016/12/11,00:43:43
318,13.205192,77.666454,915.6,8.54,2016/12/11,00:43:44
319,13.205257,77.666514,915.3,9.73,2016/12/11,00:43:45
320,13.205318,77.666569,915.0,9.04,2016/12/11,00:43:46
321,13.205380,77.666628,914.7,9.41,2016/12/11,00:43:47
322,13.205440,77.666681,914.4,8.81,2016/12/11,00:43:48
323,13.205492,77.666738,914.2,8.47,2016/12/11,00:43:49
324,13.205559,77.666799,914.0,9.97,2016/12/11,00:43:50
325,13.205620,77.666864,913.7,9.78,2016/12/11,00:43:51
326,13.205679,77.666927,913.5,9.47,2016/12/11,00:43:52
327,13.205734,77.666988,913.3,9.01,2016/12/11,00:43:53
328,13.205789,77.667053,913.1,9.33,2016/12/11,00:43:54
329,13.205853,77.667105,913.0,9.08,2016/12/11,00:43:55
330,13.205915,77.667165,912.9,9.48,2016/12/11,00:43:56
331,13.205982,77.667206,912.8,8.68,2016/12/11,00:43:57
332,13.206045,77.667266,912.7,9.56,2016/12/11,00:43:58
333,13.206095,77.667313,912.6,7.54,2016/12/11,00:43:59
334,13.206159,77.667377,912.4,9.94,2016/12/11,00:44:00
335,13.206217,77.667427,912.2,8.43,2016/12/11,00:44:01
336,13.206277,77.667486,912.1,9.25,2016/12/11,00:44:02
337,13.206326,77.667542,912.0,8.16,2016/12/11,00:44:03
338,13.206374,77.667597,912.0,8.01,2016/12/11,00:44:04
339,13.206423,77.667646,911.9,7.61,2016/12/11,00:44:05
340,13.206471,77.667688,911.9,7.02,2016/12/11,00:44:06
341,13.206514,77.667728,911.9,6.46,2016/12/11,00:44:07
342,13.206554,77.667765,912.0,5.99,2016/12/11,00:44:08
343,13.206585,77.667797,912.0,4.89,2016/12/11,00:44:09
344,13.206612,77.667828,912.0,4.51,2016/12/11,00:44:10
345,13.206640,77.667852,912.0,4.06,2016/12/11,00:44:11
346,13.206686,77.667895,912.1,3.46,2016/12/11,00:44:13
347,13.206711,77.667917,912.1,3.66,2016/12/11,00:44:14
348,13.206767,77.667925,912.2,3.15,2016/12/11,00:44:16
349,13.206795,77.667914,912.3,3.34,2016/12/11,00:44:17
350,13.206818,77.667882,912.4,4.31,2016/12/11,00:44:18
351,13.206802,77.667832,912.4,2.85,2016/12/11,00:44:20
352,13.206781,77.667811,912.4,3.26,2016/12/11,00:44:21
353,13.206758,77.667789,912.3,3.50,2016/12/11,00:44:22
354,13.206733,77.667767,912.3,3.66,2016/12/11,00:44:23
355,13.206709,77.667745,912.3,3.58,2016/12/11,00:44:24
356,13.206684,77.667722,912.3,3.74,2016/12/11,00:44:25
357,13.206662,77.667701,912.3,3.34,2016/12/11,00:44:26
358,13.206633,77.667669,912.2,2.37,2016/12/11,00:44:28
359,13.206614,77.667649,912.2,1.51,2016/12/11,00:44:30
360,13.206593,77.667625,912.2,1.75,2016/12/11,00:44:32
361,13.206572,77.667598,912.2,1.87,2016/12/11,00:44:34
362,13.206601,77.667590,912.3,0.56,2016/12/11,00:44:40
363,13.206600,77.667580,912.3,0.00,2016/12/11,00:49:43
364,13.206581,77.667601,912.3,0.24,2016/12/11,00:49:56
365,13.206595,77.667647,912.2,2.61,2016/12/11,00:49:58
366,13.206618,77.667678,912.2,4.22,2016/12/11,00:49:59
367,13.206649,77.667708,912.2,4.74,2016/12/11,00:50:00
368,13.206679,77.667740,912.2,4.81,2016/12/11,00:50:01
369,13.206706,77.667776,912.2,4.92,2016/12/11,00:50:02
370,13.206732,77.667812,912.3,4.86,2016/12/11,00:50:03
371,13.206758,77.667850,912.3,5.03,2016/12/11,00:50:04
372,13.206781,77.667889,912.3,4.94,2016/12/11,00:50:05
373,13.206799,77.667928,912.3,4.68,2016/12/11,00:50:06
374,13.206811,77.667963,912.3,4.02,2016/12/11,00:50:07
375,13.206823,77.667997,912.3,3.92,2016/12/11,00:50:08
376,13.206840,77.668031,912.4,4.14,2016/12/11,00:50:09
377,13.206870,77.668074,912.4,5.73,2016/12/11,00:50:10
378,13.206905,77.668109,912.4,5.44,2016/12/11,00:50:11
379,13.206941,77.668140,912.5,5.23,2016/12/11,00:50:12
380,13.206979,77.668175,912.5,5.68,2016/12/11,00:50:13
381,13.207015,77.668206,912.5,5.23,2016/12/11,00:50:14
382,13.207055,77.668245,912.6,6.14,2016/12/11,00:50:15
383,13.207093,77.668287,912.5,6.21,2016/12/11,00:50:16
384,13.207133,77.668332,912.3,6.60,2016/12/11,00:50:17
385,13.207186,77.668378,912.0,7.72,2016/12/11,00:50:18
386,13.207235,77.668423,911.8,7.32,2016/12/11,00:50:19
387,13.207291,77.668475,911.5,8.40,2016/12/11,00:50:20
388,13.207338,77.668519,911.3,7.08,2016/12/11,00:50:21
389,13.207395,77.668570,911.0,8.41,2016/12/11,00:50:22
390,13.207438,77.668620,910.8,7.23,2016/12/11,00:50:23
391,13.207496,77.668677,910.6,8.94,2016/12/11,00:50:24
392,13.207551,77.668724,910.3,7.96,2016/12/11,00:50:25
393,13.207620,77.668773,910.0,9.34,2016/12/11,00:50:26
394,13.207681,77.668825,909.8,8.82,2016/12/11,00:50:27
395,13.207745,77.668868,909.6,8.51,2016/12/11,00:50:28
396,13.207810,77.668920,909.5,9.17,2016/12/11,00:50:29
397,13.207868,77.668978,909.4,9.01,2016/12/11,00:50:30
398,13.207934,77.669033,909.3,9.46,2016/12/11,00:50:31
399,13.207996,77.669098,909.4,9.86,2016/12/11,00:50:32
400,13.208050,77.669165,909.5,9.43,2016/12/11,00:50:33
401,13.208114,77.669223,909.5,9.50,2016/12/11,00:50:34
402,13.208181,77.669284,909.6,9.97,2016/12/11,00:50:35
403,13.208241,77.669347,909.5,9.55,2016/12/11,00:50:36
404,13.208310,77.669409,909.5,10.21,2016/12/11,00:50:37
405,13.208379,77.669461,909.5,9.53,2016/12/11,00:50:38
406,13.208438,77.669529,909.4,9.87,2016/12/11,00:50:39
407,13.208500,77.669583,909.3,9.05,2016/12/11,00:50:40
408,13.208563,77.669641,909.0,9.42,2016/12/11,00:50:41
409,13.208619,77.669702,908.7,9.09,2016/12/11,00:50:42
410,13.208679,77.669768,908.4,9.79,2016/12/11,00:50:43
411,13.208739,77.669839,908.1,10.19,2016/12/11,00:50:44
412,13.208793,77.669907,907.9,9.51,2016/12/11,00:50:45
413,13.208858,77.669974,907.8,10.25,2016/12/11,00:50:46
414,13.208924,77.670043,907.8,10.48,2016/12/11,00:50:47
415,13.208996,77.670116,907.8,11.26,2016/12/11,00:50:48
416,13.209071,77.670188,907.9,11.43,2016/12/11,00:50:49
417,13.209138,77.670259,908.1,10.72,2016/12/11,00:50:50
418,13.209205,77.670330,908.3,10.72,2016/12/11,00:50:51
419,13.209278,77.670399,908.5,11.04,2016/12/11,00:50:52
420,13.209356,77.670465,908.6,11.25,2016/12/11,00:50:53
421,13.209430,77.670536,908.5,11.27,2016/12/11,00:50:54
422,13.209502,77.670609,908.3,11.26,2016/12/11,00:50:55
423,13.209594,77.670674,908.1,12.43,2016/12/11,00:50:56
